score_hint,journal,tier,domain,published,title,biz_hits,doi,url
0,JASA,统计顶刊,统计/计量,2026-8-27,Quantile regression for censored data with a cure fraction,,10.1080/01621459.2026.2723402,https://doi.org/10.1080/01621459.2026.2723402
0,JASA,统计顶刊,统计/计量,2026-8-24,Channeling Multimodality Through a Unimodalizing Transport: Warp-U Sampler and Stochastic Bridge Sampling Estimator,,10.1080/01621459.2026.2691322,https://doi.org/10.1080/01621459.2026.2691322
0,JASA,统计顶刊,统计/计量,2026-8-24,Bayesian Transfer Learning for Enhanced Estimation and Inference,,10.1080/01621459.2026.2685359,https://doi.org/10.1080/01621459.2026.2685359
0,JASA,统计顶刊,统计/计量,2026-8-21,High-dimensional Spectrum Matching: Covariance Inference Based on Universality,,10.1080/01621459.2026.2719784,https://doi.org/10.1080/01621459.2026.2719784
0,JASA,统计顶刊,统计/计量,2026-8-21,Transfer Learning of CATE with Kernel Ridge Regression,,10.1080/01621459.2026.2719040,https://doi.org/10.1080/01621459.2026.2719040
0,JASA,统计顶刊,统计/计量,2026-8-21,A Simple and Adaptive Confidence Interval when Nuisance Parameters Satisfy an Inequality,,10.1080/01621459.2026.2719781,https://doi.org/10.1080/01621459.2026.2719781
0,JASA,统计顶刊,统计/计量,2026-8-21,Beyond Overall Diagnosis: A Longitudinal Multi-Domain Latent Structure Model for Domain-Specific Parkinson’s Disease Progression,,10.1080/01621459.2026.2721714,https://doi.org/10.1080/01621459.2026.2721714
0,JASA,统计顶刊,统计/计量,2026-8-21,Fréchet Cumulative Covariance Net for Deep Nonlinear Sufficient Dimension Reduction with Random Objects,,10.1080/01621459.2026.2719917,https://doi.org/10.1080/01621459.2026.2719917
0,JASA,统计顶刊,统计/计量,2026-8-21,Penalized Network Cross-Validation for Nested Models by Edge-Sampling,,10.1080/01621459.2026.2719795,https://doi.org/10.1080/01621459.2026.2719795
0,JASA,统计顶刊,统计/计量,2026-8-21,Selecting the number of components in PCA via random signflips,,10.1080/01621459.2026.2719861,https://doi.org/10.1080/01621459.2026.2719861
0,JASA,统计顶刊,统计/计量,2026-8-21,Incremental effects for continuous exposures,,10.1080/01621459.2026.2719859,https://doi.org/10.1080/01621459.2026.2719859
0,JASA,统计顶刊,统计/计量,2026-8-17,Nonparametric Predictive Inference for Discrete Data via Metropolis-Adjusted Dirichlet Sequences,,10.1080/01621459.2026.2662438,https://doi.org/10.1080/01621459.2026.2662438
0,JASA,统计顶刊,统计/计量,2026-8-6,A Spectral Confounder Adjustment for Spatial Regression with Multiple Exposures and Outcomes,,10.1080/01621459.2026.2714568,https://doi.org/10.1080/01621459.2026.2714568
0,JASA,统计顶刊,统计/计量,2026-8-6,Poisson-Process Topic Model for Integrating Knowledge from Pre-trained Language Models,,10.1080/01621459.2026.2712002,https://doi.org/10.1080/01621459.2026.2712002
0,JASA,统计顶刊,统计/计量,2026-8-6,Consistent Distribution-Free and Affine-Invariant Tests for the Validity of Independent Component Models,,10.1080/01621459.2026.2705547,https://doi.org/10.1080/01621459.2026.2705547
0,JASA,统计顶刊,统计/计量,2026-8-6,Statistical Modeling of Combinatorial Response Data,,10.1080/01621459.2026.2714575,https://doi.org/10.1080/01621459.2026.2714575
0,JASA,统计顶刊,统计/计量,2026-8-5,Enhancing Spectral Embedding through Robust and Flexible Knowledge Transfer in Electronic Health Records,,10.1080/01621459.2026.2704888,https://doi.org/10.1080/01621459.2026.2704888
0,JASA,统计顶刊,统计/计量,2026-8-3,Structured Mixture of Continuation-Ratio Logits Models for Ordinal Regression,,10.1080/01621459.2026.2689641,https://doi.org/10.1080/01621459.2026.2689641
0,JASA,统计顶刊,统计/计量,2026-8-3,Metropolis–Hastings with Scalable Subsampling,,10.1080/01621459.2026.2710382,https://doi.org/10.1080/01621459.2026.2710382
0,JASA,统计顶刊,统计/计量,2026-8-3,"Safe, Always-Valid Alpha-Investing Rules For Doubly Sequential Online Inference",,10.1080/01621459.2026.2700401,https://doi.org/10.1080/01621459.2026.2700401
0,JASA,统计顶刊,统计/计量,2026-8-3,Kernel-based Adaptive Huber Mean Regression with Heavy Tails and Contamination,,10.1080/01621459.2026.2696486,https://doi.org/10.1080/01621459.2026.2696486
0,JASA,统计顶刊,统计/计量,2026-7-27,Identifiability and Inference for Generalized Latent Factor Models,,10.1080/01621459.2026.2687835,https://doi.org/10.1080/01621459.2026.2687835
0,JASA,统计顶刊,统计/计量,2026-7-27,Enhanced Localized Conformal Prediction with Imperfect Auxiliary Information,,10.1080/01621459.2026.2687844,https://doi.org/10.1080/01621459.2026.2687844
0,JASA,统计顶刊,统计/计量,2026-7-27,Weight-Calibrated Estimation for Factor Models of High-Dimensional Time Series,,10.1080/01621459.2026.2681994,https://doi.org/10.1080/01621459.2026.2681994
0,JASA,统计顶刊,统计/计量,2026-7-27,Randomization Tests for Adaptively Collected Data,,10.1080/01621459.2026.2705554,https://doi.org/10.1080/01621459.2026.2705554
0,JASA,统计顶刊,统计/计量,2026-7-27,Deconfounding via Profiled Transfer Learning,,10.1080/01621459.2026.2686441,https://doi.org/10.1080/01621459.2026.2686441
0,JASA,统计顶刊,统计/计量,2026-7-27,Scalable Bayesian Inference for Time Series via Divide and Conquer,,10.1080/01621459.2026.2688950,https://doi.org/10.1080/01621459.2026.2688950
0,JASA,统计顶刊,统计/计量,2026-7-27,Post-clustering Inference under Dependence,,10.1080/01621459.2026.2707221,https://doi.org/10.1080/01621459.2026.2707221
0,JASA,统计顶刊,统计/计量,2026-7-27,"When a Cusum Stops, What Confidence Is There that the Alarm Is Not False?",,10.1080/01621459.2026.2663586,https://doi.org/10.1080/01621459.2026.2663586
0,JASA,统计顶刊,统计/计量,2026-7-27,Online Change Rate Learning for Functional Data,,10.1080/01621459.2026.2687693,https://doi.org/10.1080/01621459.2026.2687693
0,JASA,统计顶刊,统计/计量,2026-7-27,Interpretable Scalar-on-Image Linear Regression Models via the Generalized Dantzig Selector,,10.1080/01621459.2026.2690121,https://doi.org/10.1080/01621459.2026.2690121
0,JASA,统计顶刊,统计/计量,2026-7-27,Optimal Network-Guided Covariate Selection for High-Dimensional Data Integration,,10.1080/01621459.2026.2685341,https://doi.org/10.1080/01621459.2026.2685341
0,JASA,统计顶刊,统计/计量,2026-7-27,Parallelly Tempered Generative Adversarial Nets: Toward Stabilized Gradients,,10.1080/01621459.2026.2688612,https://doi.org/10.1080/01621459.2026.2688612
0,JASA,统计顶刊,统计/计量,2026-7-27,Rate Optimality and Phase Transition for User-Level Local Differential Privacy,,10.1080/01621459.2026.2677739,https://doi.org/10.1080/01621459.2026.2677739
0,JASA,统计顶刊,统计/计量,2026-7-27,Optimal Tests of the Composite Null Hypothesis Arising in Mediation Analysis,,10.1080/01621459.2026.2707661,https://doi.org/10.1080/01621459.2026.2707661
0,JASA,统计顶刊,统计/计量,2026-7-20,"Clinical Trial Modernization: Technological, Operational, and Regulatory Advances",,10.1080/01621459.2026.2675377,https://doi.org/10.1080/01621459.2026.2675377
0,JASA,统计顶刊,统计/计量,2026-7-15,Gaussian Invariant Markov Chain Monte Carlo,,10.1080/01621459.2026.2702653,https://doi.org/10.1080/01621459.2026.2702653
0,JASA,统计顶刊,统计/计量,2026-7-15,Collaborative Inference for Sparse High-Dimensional Models with Non-Shared Data,,10.1080/01621459.2026.2681996,https://doi.org/10.1080/01621459.2026.2681996
0,JASA,统计顶刊,统计/计量,2026-7-14,Dirichlet Process Mixtures of Block g Priors for Model Selection and Prediction in Linear Models,,10.1080/01621459.2026.2681993,https://doi.org/10.1080/01621459.2026.2681993
0,JASA,统计顶刊,统计/计量,2026-7-8,Contrastive Learning on Multimodal Analysis of Electronic Health Records,,10.1080/01621459.2026.2698136,https://doi.org/10.1080/01621459.2026.2698136
0,JASA,统计顶刊,统计/计量,2026-7-8,MOSAiC: Multi-site One-Shot Aggregation of Compressed Risk Functions,,10.1080/01621459.2026.2698025,https://doi.org/10.1080/01621459.2026.2698025
0,JASA,统计顶刊,统计/计量,2026-7-7,Investigating Spatial Dynamics in Spatial Omics Data with StarTrail,,10.1080/01621459.2026.2654225,https://doi.org/10.1080/01621459.2026.2654225
0,JASA,统计顶刊,统计/计量,2026-7-6,Statistical Inference for Mediation Models with High Dimensional Exposures and Mediators,,10.1080/01621459.2026.2621518,https://doi.org/10.1080/01621459.2026.2621518
0,JASA,统计顶刊,统计/计量,2026-7-6,GS-BART: Bayesian Additive Regression Trees with Graph-Split Decision Rules,,10.1080/01621459.2026.2655550,https://doi.org/10.1080/01621459.2026.2655550
0,JASA,统计顶刊,统计/计量,2026-7-6,A Semi-Parametric Model for Assessing the Effect of Temperature on Ice Accumulation Rate From Antarctic Ice Core Data,,10.1080/01621459.2026.2678606,https://doi.org/10.1080/01621459.2026.2678606
0,JASA,统计顶刊,统计/计量,2026-7-2,Robust Microbial Signature Discovery via Post-Selection Inference for Microbiome Compositions,,10.1080/01621459.2026.2671446,https://doi.org/10.1080/01621459.2026.2671446
0,JASA,统计顶刊,统计/计量,2026-7-2,Exact inference via quasi-conjugacy in two-parameter Poisson–Dirichlet hidden Markov models,,10.1080/01621459.2026.2676717,https://doi.org/10.1080/01621459.2026.2676717
0,JASA,统计顶刊,统计/计量,2026-7-2,Clustering Social Media Users Using Categorical-Valued Functional Data Analysis,,10.1080/01621459.2026.2672226,https://doi.org/10.1080/01621459.2026.2672226
0,JASA,统计顶刊,统计/计量,2026-7-2,Robust Sliced Inverse Regression: Optimal Estimation for Heavy-Tailed Data in High Dimensions,,10.1080/01621459.2026.2674415,https://doi.org/10.1080/01621459.2026.2674415
0,JASA,统计顶刊,统计/计量,2026-7-2,Tail Postcoloring in Long-Run Variance Estimation of Time Series,,10.1080/01621459.2026.2676715,https://doi.org/10.1080/01621459.2026.2676715
0,JASA,统计顶刊,统计/计量,2026-7-2,Optimizing Sequential Decision Rules for Prostate Cancer Biopsy Management: A Multi-Objective Statistical Framework,,10.1080/01621459.2026.2661377,https://doi.org/10.1080/01621459.2026.2661377
0,JASA,统计顶刊,统计/计量,2026-7-2,An Efficient Monte Carlo Method for Valid Prior-Free Possibilistic Statistical Inference,,10.1080/01621459.2026.2671450,https://doi.org/10.1080/01621459.2026.2671450
0,JASA,统计顶刊,统计/计量,2026-6-29,Robust Unsupervised Multi-Task and Transfer Learning on Gaussian Mixture Models,,10.1080/01621459.2026.2670031,https://doi.org/10.1080/01621459.2026.2670031
0,JASA,统计顶刊,统计/计量,2026-6-29,Successive Classification Learning for Estimating Quantile Optimal Treatment Regimes,,10.1080/01621459.2026.2664228,https://doi.org/10.1080/01621459.2026.2664228
0,JASA,统计顶刊,统计/计量,2026-6-29,Mixture Modeling for Temporal Point Processes with Memory,,10.1080/01621459.2026.2657051,https://doi.org/10.1080/01621459.2026.2657051
0,JASA,统计顶刊,统计/计量,2026-6-29,Generalized Grade-of-Membership Estimation for High-Dimensional Locally Dependent Data,,10.1080/01621459.2026.2670011,https://doi.org/10.1080/01621459.2026.2670011
0,JASA,统计顶刊,统计/计量,2026-6-29,Extracting Interpretable Models from Tree Ensembles: Computational and Statistical Perspectives,,10.1080/01621459.2026.2657609,https://doi.org/10.1080/01621459.2026.2657609
0,JASA,统计顶刊,统计/计量,2026-6-29,Conformal Prediction After Data-Dependent Model Selection,,10.1080/01621459.2026.2663588,https://doi.org/10.1080/01621459.2026.2663588
0,JASA,统计顶刊,统计/计量,2026-6-29,A Parameterization of Anisotropic Gaussian Fields with Penalized Complexity Priors,,10.1080/01621459.2026.2670016,https://doi.org/10.1080/01621459.2026.2670016
0,JASA,统计顶刊,统计/计量,2026-6-29,Genetically Informed Brain Parcellation Through Structured Multi-Task Modeling,,10.1080/01621459.2026.2657607,https://doi.org/10.1080/01621459.2026.2657607
0,JASA,统计顶刊,统计/计量,2026-6-29,Domain-Specific Nonparametric Regression for Domain Generalization,,10.1080/01621459.2026.2658866,https://doi.org/10.1080/01621459.2026.2658866
0,JASA,统计顶刊,统计/计量,2026-6-29,Minimum Volume Conformal Sets for Multivariate Regression,,10.1080/01621459.2026.2692078,https://doi.org/10.1080/01621459.2026.2692078
0,JASA,统计顶刊,统计/计量,2026-6-25,Patterns in Spatio-Temporal Extremes,,10.1080/01621459.2026.2649608,https://doi.org/10.1080/01621459.2026.2649608
0,JASA,统计顶刊,统计/计量,2026-6-25,Scalable Community Detection in Massive Networks via Predictive Assignment,,10.1080/01621459.2026.2628341,https://doi.org/10.1080/01621459.2026.2628341
0,JASA,统计顶刊,统计/计量,2026-6-25,Efficient Nonparametric Inference for Mediation Analysis with Nonignorable Missing Confounders,,10.1080/01621459.2026.2654218,https://doi.org/10.1080/01621459.2026.2654218
0,JASA,统计顶刊,统计/计量,2026-6-23,Optimally adaptive test for high dimensional hypotheses via minimax deficiency,,10.1080/01621459.2026.2692074,https://doi.org/10.1080/01621459.2026.2692074
0,JASA,统计顶刊,统计/计量,2026-6-12,Variational Nonparametric Inference in Stochastic Block Models with Functional Covariates,,10.1080/01621459.2026.2654876,https://doi.org/10.1080/01621459.2026.2654876
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Hitting the mark: How managers’ performance goal assignment and employees’ prior goal attainment influence employee performance,,10.1016/j.jbusres.2026.116255,https://doi.org/10.1016/j.jbusres.2026.116255
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,The technostress paradox: Understanding when CRM systems and their AI functions hurt or help sales performance,,10.1016/j.jbusres.2026.116298,https://doi.org/10.1016/j.jbusres.2026.116298
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,AI washing under media pressure: evidence from China,,10.1016/j.jbusres.2026.116254,https://doi.org/10.1016/j.jbusres.2026.116254
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Empowering sales teams for market sensing and market performance,,10.1016/j.jbusres.2026.116299,https://doi.org/10.1016/j.jbusres.2026.116299
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,How job design explains business analyst recruitment challenges,,10.1016/j.jbusres.2026.116268,https://doi.org/10.1016/j.jbusres.2026.116268
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,From personality traits to types: a person-centered framework of global leadership,,10.1016/j.jbusres.2026.116264,https://doi.org/10.1016/j.jbusres.2026.116264
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Influencing differently: how Chinese male beauty influencers develop influencer marketing beyond Silicon Valley,,10.1016/j.jbusres.2026.116273,https://doi.org/10.1016/j.jbusres.2026.116273
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Service robot failure: The interplay of monetary compensation and voice anthropomorphism,,10.1016/j.jbusres.2026.116260,https://doi.org/10.1016/j.jbusres.2026.116260
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Free versus paid over-the-top video streaming services and the influence of social media,,10.1016/j.jbusres.2026.116256,https://doi.org/10.1016/j.jbusres.2026.116256
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Enacting AI from the perspective of effectuation and causation,,10.1016/j.jbusres.2026.116266,https://doi.org/10.1016/j.jbusres.2026.116266
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,CEO nonlocality and corporate misbehavior: a social identity perspective,,10.1016/j.jbusres.2026.116265,https://doi.org/10.1016/j.jbusres.2026.116265
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Handling the beast: How entrepreneurs regulate obsessive passion,,10.1016/j.jbusres.2026.116240,https://doi.org/10.1016/j.jbusres.2026.116240
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Time and timing matter: The role of temporal leadership in the emergence and effectiveness of team voice,,10.1016/j.jbusres.2026.116267,https://doi.org/10.1016/j.jbusres.2026.116267
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Unraveling the institutional paradox of social entrepreneurship: Evidence from pro-market institutions,,10.1016/j.jbusres.2026.116262,https://doi.org/10.1016/j.jbusres.2026.116262
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,More than a collaborator: the rise of human-machine symbiosis in service frontlines,,10.1016/j.jbusres.2026.116261,https://doi.org/10.1016/j.jbusres.2026.116261
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Do aggressive jokes push us to the brink of hopelessness? Investigating the roles of team dissonance and team cultural tightness,,10.1016/j.jbusres.2026.116253,https://doi.org/10.1016/j.jbusres.2026.116253
0,Journal of Business Research,ABS3,营销/定价/促销,2026-9,Motivation for deviation: How top management team regulatory focus affects strategic distinctiveness,,10.1016/j.jbusres.2026.116258,https://doi.org/10.1016/j.jbusres.2026.116258
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,Hybrid regimes and international business: Exploring the interplay between democracy and authoritarianism in the belt and road initiative,,10.1016/j.jbusres.2026.116263,https://doi.org/10.1016/j.jbusres.2026.116263
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,"Emergent change in family firms: the interplay between start-ups, family firm employees, and owner-managers in innovation collaborations",,10.1016/j.jbusres.2026.116238,https://doi.org/10.1016/j.jbusres.2026.116238
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,Democratic distance in cross-border M&amp;A: How political system alignment shapes ownership strategy,,10.1016/j.jbusres.2026.116239,https://doi.org/10.1016/j.jbusres.2026.116239
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,Can prototype followers create leaders’ positive perceptions of them? A study on follower group prototypicality and empowering leader behavior,,10.1016/j.jbusres.2026.116235,https://doi.org/10.1016/j.jbusres.2026.116235
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,Exploring the spillover effects of a family member’s personal health crisis on the family business,,10.1016/j.jbusres.2026.116225,https://doi.org/10.1016/j.jbusres.2026.116225
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,Product-harm crises and corporate tax reporting,,10.1016/j.jbusres.2026.116213,https://doi.org/10.1016/j.jbusres.2026.116213
0,Journal of Business Research,ABS3,营销/定价/促销,2026-8,"Breaking barriers, building wellbeing: an inclusive metaverse framework",,10.1016/j.jbusres.2026.116234,https://doi.org/10.1016/j.jbusres.2026.116234
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,"Linking business analytics to firm performance: A mixed-method analysis of capabilities, decision quality, and firm size",,10.1016/j.jbusres.2026.116219,https://doi.org/10.1016/j.jbusres.2026.116219
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,"Defining problems worth solving: Design thinking practices in the problem space, data technologies, and radical innovation",,10.1016/j.jbusres.2026.116220,https://doi.org/10.1016/j.jbusres.2026.116220
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Perceived financial scarcity leads to financial avoidance: the mediation of financial self-efficacy and financial risk avoidance,,10.1016/j.jbusres.2025.115943,https://doi.org/10.1016/j.jbusres.2025.115943
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,"Different values, different ways: How ideological diversity within top management teams influences strategic distinctiveness",,10.1016/j.jbusres.2026.116226,https://doi.org/10.1016/j.jbusres.2026.116226
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,AI Tsunami: The role of AI in reshaping firms’ labor skill structure,,10.1016/j.jbusres.2026.116224,https://doi.org/10.1016/j.jbusres.2026.116224
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Why more isn’t always better: Examining the effects of network density on firms’ likelihood of new product innovation,,10.1016/j.jbusres.2026.116192,https://doi.org/10.1016/j.jbusres.2026.116192
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Does salesperson polychronicity yield value-based selling initiatives in business-to-business markets? A multilevel moderation perspective,,10.1016/j.jbusres.2026.116233,https://doi.org/10.1016/j.jbusres.2026.116233
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Deciphering pressure signals: a cross-level model of performance pressure transmission from team leaders to team members,,10.1016/j.jbusres.2026.116236,https://doi.org/10.1016/j.jbusres.2026.116236
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Employee and asset retrenchment strategies in SMEs: An institutional perspective,,10.1016/j.jbusres.2026.116228,https://doi.org/10.1016/j.jbusres.2026.116228
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,Does home bias persist? The effect of funder experience on home bias,,10.1016/j.jbusres.2026.116222,https://doi.org/10.1016/j.jbusres.2026.116222
0,Journal of Business Research,ABS3,营销/定价/促销,2026-7,"Managerial ability, CEO overconfidence, and firm value",,10.1016/j.jbusres.2026.116229,https://doi.org/10.1016/j.jbusres.2026.116229
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,MCA: High-dimensional modal component analysis towards the mode,,10.1016/j.jeconom.2026.106274,https://doi.org/10.1016/j.jeconom.2026.106274
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Asymptotics of CoVaR inference in two-quantile-regression,,10.1016/j.jeconom.2026.106301,https://doi.org/10.1016/j.jeconom.2026.106301
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Instrumental variable regression with varying-intensity repeated treatments,,10.1016/j.jeconom.2026.106305,https://doi.org/10.1016/j.jeconom.2026.106305
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,A goodness-of-fit test for sparse networks,,10.1016/j.jeconom.2026.106276,https://doi.org/10.1016/j.jeconom.2026.106276
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Testing coefficient stability in spatial regression,,10.1016/j.jeconom.2026.106309,https://doi.org/10.1016/j.jeconom.2026.106309
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Testing for underpowered literatures,,10.1016/j.jeconom.2026.106312,https://doi.org/10.1016/j.jeconom.2026.106312
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Identification-robust inference for the LATE with high-dimensional covariates,,10.1016/j.jeconom.2026.106302,https://doi.org/10.1016/j.jeconom.2026.106302
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Model averaging for time–varying vector autoregressions,,10.1016/j.jeconom.2026.106308,https://doi.org/10.1016/j.jeconom.2026.106308
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Incorporating Micro Data into Differentiated Products Demand Estimation with PyBLP,,10.1016/j.jeconom.2024.105926,https://doi.org/10.1016/j.jeconom.2024.105926
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Estimating individual responses when tomorrow matters,,10.1016/j.jeconom.2026.106275,https://doi.org/10.1016/j.jeconom.2026.106275
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Difference-in-differences with interference,,10.1016/j.jeconom.2026.106304,https://doi.org/10.1016/j.jeconom.2026.106304
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Testing for common latent factors across two short panels,,10.1016/j.jeconom.2026.106311,https://doi.org/10.1016/j.jeconom.2026.106311
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Particle MCMC and the correlated particle hybrid sampler for state space models,,10.1016/j.jeconom.2024.105731,https://doi.org/10.1016/j.jeconom.2024.105731
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Censored partial linear quantile regression with endogeneity,,10.1016/j.jeconom.2026.106273,https://doi.org/10.1016/j.jeconom.2026.106273
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Flexible covariate adjustments in regression discontinuity designs,,10.1016/j.jeconom.2026.106298,https://doi.org/10.1016/j.jeconom.2026.106298
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Threshold spatial panel regression with fixed effects,,10.1016/j.jeconom.2026.106271,https://doi.org/10.1016/j.jeconom.2026.106271
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,Dissecting the Phillips curve: Evidence from cross-sectional heterogeneity and regime-dependent nonlinearity,,10.1016/j.jeconom.2026.106306,https://doi.org/10.1016/j.jeconom.2026.106306
0,Journal of Econometrics,计量顶刊,统计/计量,2026-9,A User’s guide for inference in models defined by moment inequalities,,10.1016/j.jeconom.2023.105558,https://doi.org/10.1016/j.jeconom.2023.105558
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,"Structural breaks, model uncertainty and factor selection",,10.1016/j.jeconom.2025.106067,https://doi.org/10.1016/j.jeconom.2025.106067
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Partial identification of structural vector autoregressions with non-centred stochastic volatility,,10.1016/j.jeconom.2025.106107,https://doi.org/10.1016/j.jeconom.2025.106107
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Concentrated MCMC estimation,,10.1016/j.jeconom.2026.106252,https://doi.org/10.1016/j.jeconom.2026.106252
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Bayesian model comparison for large Bayesian VARs after the COVID-19 pandemic,,10.1016/j.jeconom.2025.106072,https://doi.org/10.1016/j.jeconom.2025.106072
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Weak-instrument-robust subvector inference in instrumental variables regression: A subvector Lagrange multiplier test and properties of subvector Anderson-Rubin confidence sets,,10.1016/j.jeconom.2026.106239,https://doi.org/10.1016/j.jeconom.2026.106239
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Bayesian nonparametric inference in bank business models with transient and persistent cost inefficiency,,10.1016/j.jeconom.2025.106109,https://doi.org/10.1016/j.jeconom.2025.106109
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Singular vector autoregressions,,10.1016/j.jeconom.2026.106255,https://doi.org/10.1016/j.jeconom.2026.106255
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Identification and estimation in a time-varying endogenous random coefficient panel data model,,10.1016/j.jeconom.2026.106272,https://doi.org/10.1016/j.jeconom.2026.106272
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,A semiparametric Bayesian estimator of copula density,,10.1016/j.jeconom.2025.106085,https://doi.org/10.1016/j.jeconom.2025.106085
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,AIC for many-regressor heteroskedastic regressions,,10.1016/j.jeconom.2026.106270,https://doi.org/10.1016/j.jeconom.2026.106270
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Large Bayesian matrix autoregressions,,10.1016/j.jeconom.2025.105955,https://doi.org/10.1016/j.jeconom.2025.105955
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,A dynamic state-space HAR model,,10.1016/j.jeconom.2025.106146,https://doi.org/10.1016/j.jeconom.2025.106146
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Estimation and inference in boundary discontinuity designs: Distance-based methods,,10.1016/j.jeconom.2026.106266,https://doi.org/10.1016/j.jeconom.2026.106266
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Estimation of characteristics-based quantile factor models,,10.1016/j.jeconom.2026.106267,https://doi.org/10.1016/j.jeconom.2026.106267
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Time domain estimation of non-fundamental ARMA models in the presence of heteroskedasticity of unknown form,,10.1016/j.jeconom.2026.106265,https://doi.org/10.1016/j.jeconom.2026.106265
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Likelihood specification in simultaneous equation models for discrete data,,10.1016/j.jeconom.2026.106190,https://doi.org/10.1016/j.jeconom.2026.106190
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Bayesian model averaging with non-conjugate priors,,10.1016/j.jeconom.2026.106256,https://doi.org/10.1016/j.jeconom.2026.106256
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Testing for differences in high-frequency network connectedness from variance decompositions,,10.1016/j.jeconom.2026.106238,https://doi.org/10.1016/j.jeconom.2026.106238
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Bayesian estimation of a semiparametric stochastic frontier model with persistent and transient inefficiencies,,10.1016/j.jeconom.2025.106081,https://doi.org/10.1016/j.jeconom.2025.106081
0,Journal of Econometrics,计量顶刊,统计/计量,2026-7,Bayesian methods in economics and finance: A unified survey and taxonomy,,10.1016/j.jeconom.2026.106269,https://doi.org/10.1016/j.jeconom.2026.106269
